
--- Page 1 ---
Text: Report                         | x: N/A | y: 29.55200000000002
Text: Instructor:                    | x: N/A | y: 134.05200000000002
Text: Nicholas,Tessa                 | x: N/A | y: 134.05200000000002
Text: J.                             | x: N/A | y: 134.05200000000002
Text: Class                          | x: N/A | y: 153.05200000000002
Text: Enrl                           | x: N/A | y: 153.05200000000002
Text: Cap:60                         | x: N/A | y: 153.05200000000002
Text: Class                          | x: N/A | y: 153.05200000000002
Text: Enrl                           | x: N/A | y: 153.05200000000002
Text: Tot:67                         | x: N/A | y: 153.05200000000002
Text: Class                          | x: N/A | y: 153.05200000000002
Text: Wait                           | x: N/A | y: 153.05200000000002
Text: Cap:20                         | x: N/A | y: 153.05200000000002
Text: Class                          | x: N/A | y: 153.05200000000002
Text: Wait                           | x: N/A | y: 153.05200000000002
Text: Tot:20                         | x: N/A | y: 153.05200000000002
Text: Class                          | x: N/A | y: 153.05200000000002
Text: Min                            | x: N/A | y: 153.05200000000002
Text: Enrl:0                         | x: N/A | y: 153.05200000000002
Text: GR1                            | x: N/A | y: 172.05200000000002
Text: Attributes:                    | x: N/A | y: 181.55200000000002
Text: PH-                            | x: N/A | y: 181.55200000000002
Text: Philosophical                  | x: N/A | y: 181.55200000000002
Text: and                            | x: N/A | y: 181.55200000000002
Text: Moral                          | x: N/A | y: 181.55200000000002
Text: Reasoning,                     | x: N/A | y: 181.55200000000002
Text: IDEA                           | x: N/A | y: 181.55200000000002
Text: -                              | x: N/A | y: 181.55200000000002
Text: Ethical                        | x: N/A | y: 181.55200000000002
Text: and                            | x: N/A | y: 181.55200000000002
Text: Civic                          | x: N/A | y: 181.55200000000002
Text: Values                         | x: N/A | y: 181.55200000000002
Text: Class                          | x: N/A | y: 191.05200000000002
Text: Equivalents:                   | x: N/A | y: 191.05200000000002
Text: COMP                           | x: N/A | y: 191.05200000000002
Text: 380/380H                       | x: N/A | y: 191.05200000000002
Text: None                           | x: N/A | y: 210.05200000000002
Text: ________                       | x: N/A | y: 219.55200000000002
Text: ____________________________________________________________________________________________________________________________________________________ | x: N/A | y: 219.55200000000002
Text: COMP                           | x: N/A | y: 229.05200000000002
Text: 380H                           | x: N/A | y: 229.05200000000002
Text: 001                            | x: N/A | y: 229.05200000000002
Text: 3779                           | x: N/A | y: 229.05200000000002
Text: TECHNOLOGY,                    | x: N/A | y: 229.05200000000002
Text: ETHICS,                        | x: N/A | y: 229.05200000000002
Text: &                              | x: N/A | y: 229.05200000000002
Text: CULTURE                        | x: N/A | y: 229.05200000000002
Text: Lecture                        | x: N/A | y: 229.05200000000002
Text: 3                              | x: N/A | y: 229.05200000000002
Text: A                              | x: N/A | y: 229.05200000000002
Text: (In                            | x: N/A | y: 238.55200000000002
Text: Person                         | x: N/A | y: 238.55200000000002
Text: On                             | x: N/A | y: 238.55200000000002
Text: Campus                         | x: N/A | y: 238.55200000000002
Text: Learners)                      | x: N/A | y: 238.55200000000002
Text: Bldg:                          | x: N/A | y: 248.05200000000002
Text: Fred                           | x: N/A | y: 248.05200000000002
Text: Brooks                         | x: N/A | y: 248.05200000000002
Text: Hall                           | x: N/A | y: 248.05200000000002
Text: atR                            | x: N/A | y: 248.05200000000002
Text: oom:                           | x: N/A | y: 248.05200000000002
Text: F120                           | x: N/A | y: 248.05200000000002
Text: Days:                          | x: N/A | y: 248.05200000000002
Text: TuTh                           | x: N/A | y: 248.05200000000002
Text: Time:                          | x: N/A | y: 248.05200000000002
Text: 14:00                          | x: N/A | y: 248.05200000000002
Text: -                              | x: N/A | y: 248.05200000000002
Text: 15:15                          | x: N/A | y: 248.05200000000002
Text: INST                           | x: N/A | y: 257.552
Text: 100                            | x: N/A | y: 257.552
Text: Instructor:                    | x: N/A | y: 257.552
Text: Nicholas,Tessa                 | x: N/A | y: 257.552
Text: J.                             | x: N/A | y: 257.552
Text: Class                          | x: N/A | y: 276.552
Text: Enrl                           | x: N/A | y: 276.552
Text: Cap:24                         | x: N/A | y: 276.552
Text: Class                          | x: N/A | y: 276.552
Text: Enrl                           | x: N/A | y: 276.552
Text: Tot:24                         | x: N/A | y: 276.552
Text: Class                          | x: N/A | y: 276.552
Text: Wait                           | x: N/A | y: 276.552
Text: Cap:999                        | x: N/A | y: 276.552
Text: Class                          | x: N/A | y: 276.552
Text: Wait                           | x: N/A | y: 276.552
Text: Tot:31                         | x: N/A | y: 276.552
Text: Class                          | x: N/A | y: 276.552
Text: Min                            | x: N/A | y: 276.552
Text: Enrl:0                         | x: N/A | y: 276.552
Text: GR1                            | x: N/A | y: 295.552
Text: Attributes:                    | x: N/A | y: 305.052
Text: PH-                            | x: N/A | y: 305.052
Text: Philosophical                  | x: N/A | y: 305.052
Text: and                            | x: N/A | y: 305.052
Text: Moral                          | x: N/A | y: 305.052
Text: Reasoning,                     | x: N/A | y: 305.052
Text: IDEA                           | x: N/A | y: 305.052
Text: -                              | x: N/A | y: 305.052
Text: Ethical                        | x: N/A | y: 305.052
Text: and                            | x: N/A | y: 305.052
Text: Civic                          | x: N/A | y: 305.052
Text: Values                         | x: N/A | y: 305.052
Text: Class                          | x: N/A | y: 314.552
Text: Equivalents:                   | x: N/A | y: 314.552
Text: COMP                           | x: N/A | y: 314.552
Text: 380/380H                       | x: N/A | y: 314.552
Text: Reserve                        | x: N/A | y: 324.052
Text: Capacity:                      | x: N/A | y: 324.052
Text: 23-OCT-2023                    | x: N/A | y: 324.052
Text: Undergraduate                  | x: N/A | y: 324.052
Text: Honors                         | x: N/A | y: 324.052
Text: Majors                         | x: N/A | y: 324.052
Text: Reserve                        | x: N/A | y: 324.052
Text: Enrl                           | x: N/A | y: 324.052
Text: Cap:                           | x: N/A | y: 324.052
Text: 24                             | x: N/A | y: 324.052
Text: Reserve                        | x: N/A | y: 324.052
Text: Enrl                           | x: N/A | y: 324.052
Text: Tot:                           | x: N/A | y: 324.052
Text: 24                             | x: N/A | y: 324.052
Text: Honors                         | x: N/A | y: 343.052
Text: Carolina                       | x: N/A | y: 343.052
Text: students                       | x: N/A | y: 343.052
Text: can                            | x: N/A | y: 343.052
Text: register                       | x: N/A | y: 343.052
Text: themselves                     | x: N/A | y: 343.052
Text: for                            | x: N/A | y: 343.052
Text: SPRING                         | x: N/A | y: 343.052
Text: 2024                           | x: N/A | y: 343.052
Text: online                         | x: N/A | y: 343.052
Text: when                           | x: N/A | y: 343.052
Text: their                          | x: N/A | y: 343.052
Text: registration                   | x: N/A | y: 343.052
Text: appointment                    | x: N/A | y: 343.052
Text: begins.                        | x: N/A | y: 343.052
Text: Non-Honors                     | x: N/A | y: 352.552
Text: students                       | x: N/A | y: 352.552
Text: will                           | x: N/A | y: 352.552
Text: be                             | x: N/A | y: 352.552
Text: eligible                       | x: N/A | y: 352.552
Text: to                             | x: N/A | y: 352.552
Text: enroll                         | x: N/A | y: 352.552
Text: beginning                      | x: N/A | y: 352.552
Text: November                       | x: N/A | y: 352.552
Text: 17                             | x: N/A | y: 352.552
Text: during                         | x: N/A | y: 352.552
Text: open                           | x: N/A | y: 352.552
Text: enrollment.                    | x: N/A | y: 352.552
Text: COMP                           | x: N/A | y: 362.052
Text: 380H.001                       | x: N/A | y: 362.052
Text: |                              | x: N/A | y: 362.052
Text: Introduction                   | x: N/A | y: 362.052
Text: to                             | x: N/A | y: 362.052
Text: Digital                        | x: N/A | y: 362.052
Text: Culture                        | x: N/A | y: 362.052
Text: TR,                            | x: N/A | y: 371.552
Text: 2:00                           | x: N/A | y: 371.552
Text: pm                             | x: N/A | y: 371.552
Text: -                              | x: N/A | y: 371.552
Text: 3:15                           | x: N/A | y: 371.552
Text: pm.                            | x: N/A | y: 371.552
Text: Fred                           | x: N/A | y: 371.552
Text: Brooks                         | x: N/A | y: 371.552
Text: Room                           | x: N/A | y: 371.552
Text: 331                            | x: N/A | y: 371.552
Text: Instructor(s):                 | x: N/A | y: 371.552
Text: Tessa                          | x: N/A | y: 371.552
Text: Nicholas.                      | x: N/A | y: 371.552
Text: Enrollment                     | x: N/A | y: 371.552
Text: =                              | x: N/A | y: 371.552
Text: 24.                            | x: N/A | y: 371.552
Text: This                           | x: N/A | y: 381.052
Text: course                         | x: N/A | y: 381.052
Text: examines                       | x: N/A | y: 381.052
Text: the                            | x: N/A | y: 381.052
Text: nature,                        | x: N/A | y: 381.052
Text: function,                      | x: N/A | y: 381.052
Text: and                            | x: N/A | y: 381.052
Text: effects                        | x: N/A | y: 381.052
Text: of                             | x: N/A | y: 381.052
Text: the                            | x: N/A | y: 381.052
Text: Internet                       | x: N/A | y: 381.052
Text: and                            | x: N/A | y: 381.052
Text: Internet                       | x: N/A | y: 381.052
Text: use                            | x: N/A | y: 381.052
Text: in                             | x: N/A | y: 381.052
Text: the                            | x: N/A | y: 381.052
Text: context                        | x: N/A | y: 381.052
Text: of                             | x: N/A | y: 381.052
Text: an                             | x: N/A | y: 381.052
Text: extended                       | x: N/A | y: 381.052
Text: study                          | x: N/A | y: 381.052
Text: of                             | x: N/A | y: 381.052
Text: its                            | x: N/A | y: 381.052
Text: history,                       | x: N/A | y: 381.052
Text: considering                    | x: N/A | y: 381.052
Text: key                            | x: N/A | y: 381.052
Text: technologies,                  | x: N/A | y: 390.552
Text: concepts,                      | x: N/A | y: 390.552
Text: ideas,                         | x: N/A | y: 390.552
Text: innovators,                    | x: N/A | y: 390.552
Text: and                            | x: N/A | y: 390.552
Text: historical                     | x: N/A | y: 390.552
Text: and                            | x: N/A | y: 390.552
Text: sociocultural                  | x: N/A | y: 390.552
Text: influences.                    | x: N/A | y: 390.552
Text: Significant                    | x: N/A | y: 390.552
Text: reading,                       | x: N/A | y: 390.552
Text: writing,                       | x: N/A | y: 390.552
Text: research,                      | x: N/A | y: 390.552
Text: and                            | x: N/A | y: 390.552
Text: beginner-friendly,             | x: N/A | y: 390.552
Text: code-light                     | x: N/A | y: 400.052
Text: web                            | x: N/A | y: 400.052
Text: development                    | x: N/A | y: 400.052
Text: and                            | x: N/A | y: 400.052
Text: data                           | x: N/A | y: 400.052
Text: science                        | x: N/A | y: 400.052
Text: components.                    | x: N/A | y: 400.052
Text: No                             | x: N/A | y: 400.052
Text: previous                       | x: N/A | y: 400.052
Text: programming                    | x: N/A | y: 400.052
Text: or                             | x: N/A | y: 400.052
Text: technical                      | x: N/A | y: 400.052
Text: experience                     | x: N/A | y: 400.052
Text: is                             | x: N/A | y: 400.052
Text: required.                      | x: N/A | y: 400.052
Text: This                           | x: N/A | y: 400.052
Text: course                         | x: N/A | y: 400.052
Text: is                             | x: N/A | y: 400.052
Text: suitable                       | x: N/A | y: 400.052
Text: for                            | x: N/A | y: 400.052
Text: both                           | x: N/A | y: 400.052
Text: CS                             | x: N/A | y: 400.052
Text: majors                         | x: N/A | y: 409.552
Text: and                            | x: N/A | y: 409.552
Text: nonmajors.                     | x: N/A | y: 409.552
Text: _______________________        | x: N/A | y: 419.052
Text: _____________________________________________________________________________________________________________________________________ | x: N/A | y: 419.052
Text: COMP                           | x: N/A | y: 428.552
Text: 393                            | x: N/A | y: 428.552
Text: 080                            | x: N/A | y: 428.552
Text: 10930                          | x: N/A | y: 428.552
Text: SOFTWARE                       | x: N/A | y: 428.552
Text: ENGINEERING                    | x: N/A | y: 428.552
Text: INTERN                         | x: N/A | y: 428.552
Text: Lecture                        | x: N/A | y: 428.552
Text: 1                              | x: N/A | y: 428.552
Text: -                              | x: N/A | y: 428.552
Text: 3                              | x: N/A | y: 428.552
Text: A                              | x: N/A | y: 428.552
Text: (In                            | x: N/A | y: 438.052
Text: Person                         | x: N/A | y: 438.052
Text: On                             | x: N/A | y: 438.052
Text: Campus                         | x: N/A | y: 438.052
Text: Learners)                      | x: N/A | y: 438.052
Text: Bldg:                          | x: N/A | y: 447.552
Text: TBA                            | x: N/A | y: 447.552
Text: Room:                          | x: N/A | y: 447.552
Text: TBA                            | x: N/A | y: 447.552
Text: Days:                          | x: N/A | y: 447.552
Text: TBA                            | x: N/A | y: 447.552
Text: Time:                          | x: N/A | y: 447.552
Text: TBA                            | x: N/A | y: 447.552
Text: INST                           | x: N/A | y: 457.052
Text: 100                            | x: N/A | y: 457.052
Text: Instructor:                    | x: N/A | y: 457.052
Text: Staff                          | x: N/A | y: 457.052
Text: Class                          | x: N/A | y: 476.052
Text: Enrl                           | x: N/A | y: 476.052
Text: Cap:3                          | x: N/A | y: 476.052
Text: Class                          | x: N/A | y: 476.052
Text: Enrl                           | x: N/A | y: 476.052
Text: Tot:0                          | x: N/A | y: 476.052
Text: Class                          | x: N/A | y: 476.052
Text: Wait                           | x: N/A | y: 476.052
Text: Cap:0                          | x: N/A | y: 476.052
Text: Class                          | x: N/A | y: 476.052
Text: Wait                           | x: N/A | y: 476.052
Text: Tot:0                          | x: N/A | y: 476.052
Text: Class                          | x: N/A | y: 476.052
Text: Min                            | x: N/A | y: 476.052
Text: Enrl:0                         | x: N/A | y: 476.052
Text: GR1                            | x: N/A | y: 495.052
Text: Attributes:                    | x: N/A | y: 504.552
Text: E4-                            | x: N/A | y: 504.552
Text: Field                          | x: N/A | y: 504.552
Text: Work                           | x: N/A | y: 504.552
Text: _______________________________ | x: N/A | y: 514.052
Text: _____________________________________________________________________________________________________________________________ | x: N/A | y: 514.052

--- Page 4 ---
Text: Class                          | x: N/A | y: 39.05200000000002
Text: Equivalents:                   | x: N/A | y: 39.05200000000002
Text: DRAM                           | x: N/A | y: 39.05200000000002
Text: 120/120H                       | x: N/A | y: 39.05200000000002
Text: Meets                          | x: N/A | y: 58.05200000000002
Text: in                             | x: N/A | y: 58.05200000000002
Text: DC-0105.                       | x: N/A | y: 58.05200000000002
Text: ___________________            | x: N/A | y: 67.55200000000002
Text: _________________________________________________________________________________________________________________________________________ | x: N/A | y: 67.55200000000002
Text: DRAM                           | x: N/A | y: 77.05200000000002
Text: 120                            | x: N/A | y: 77.05200000000002
Text: 003                            | x: N/A | y: 77.05200000000002
Text: 4482                           | x: N/A | y: 77.05200000000002
Text: PLAY                           | x: N/A | y: 77.05200000000002
Text: ANALYSIS                       | x: N/A | y: 77.05200000000002
Text: Lecture                        | x: N/A | y: 77.05200000000002
Text: 3                              | x: N/A | y: 77.05200000000002
Text: A                              | x: N/A | y: 77.05200000000002
Text: (In                            | x: N/A | y: 86.55200000000002
Text: Person                         | x: N/A | y: 86.55200000000002
Text: On                             | x: N/A | y: 86.55200000000002
Text: Campus                         | x: N/A | y: 86.55200000000002
Text: Learners)                      | x: N/A | y: 86.55200000000002
Text: Bldg:                          | x: N/A | y: 96.05200000000002
Text: TBA                            | x: N/A | y: 96.05200000000002
Text: Room:                          | x: N/A | y: 96.05200000000002
Text: TBA                            | x: N/A | y: 96.05200000000002
Text: Days:                          | x: N/A | y: 96.05200000000002
Text: M                              | x: N/A | y: 96.05200000000002
Text: Time:                          | x: N/A | y: 96.05200000000002
Text: 09:05                          | x: N/A | y: 96.05200000000002
Text: -                              | x: N/A | y: 96.05200000000002
Text: 11:35                          | x: N/A | y: 96.05200000000002
Text: INST                           | x: N/A | y: 105.55200000000002
Text: 100                            | x: N/A | y: 105.55200000000002
Text: Instructor:                    | x: N/A | y: 105.55200000000002
Text: LAWTON,JACQUELINE              | x: N/A | y: 105.55200000000002
Text: E                              | x: N/A | y: 105.55200000000002
Text: Class                          | x: N/A | y: 124.55200000000002
Text: Enrl                           | x: N/A | y: 124.55200000000002
Text: Cap:18                         | x: N/A | y: 124.55200000000002
Text: Class                          | x: N/A | y: 124.55200000000002
Text: Enrl                           | x: N/A | y: 124.55200000000002
Text: Tot:18                         | x: N/A | y: 124.55200000000002
Text: Class                          | x: N/A | y: 124.55200000000002
Text: Wait                           | x: N/A | y: 124.55200000000002
Text: Cap:999                        | x: N/A | y: 124.55200000000002
Text: Class                          | x: N/A | y: 124.55200000000002
Text: Wait                           | x: N/A | y: 124.55200000000002
Text: Tot:0                          | x: N/A | y: 124.55200000000002
Text: Class                          | x: N/A | y: 124.55200000000002
Text: Min                            | x: N/A | y: 124.55200000000002
Text: Enrl:0                         | x: N/A | y: 124.55200000000002
Text: GR1                            | x: N/A | y: 143.55200000000002
Text: Attributes:                    | x: N/A | y: 153.05200000000002
Text: VP-                            | x: N/A | y: 153.05200000000002
Text: Visual                         | x: N/A | y: 153.05200000000002
Text: or                             | x: N/A | y: 153.05200000000002
Text: Performing                     | x: N/A | y: 153.05200000000002
Text: Arts,                          | x: N/A | y: 153.05200000000002
Text: CI-                            | x: N/A | y: 153.05200000000002
Text: Communication                  | x: N/A | y: 153.05200000000002
Text: Intensive,                     | x: N/A | y: 153.05200000000002
Text: NA-                            | x: N/A | y: 153.05200000000002
Text: North                          | x: N/A | y: 153.05200000000002
Text: Atlantic                       | x: N/A | y: 153.05200000000002
Text: World,                         | x: N/A | y: 153.05200000000002
Text: IDEA                           | x: N/A | y: 153.05200000000002
Text: -                              | x: N/A | y: 153.05200000000002
Text: Aesthetic                      | x: N/A | y: 153.05200000000002
Text: and                            | x: N/A | y: 153.05200000000002
Text: Interpretive                   | x: N/A | y: 153.05200000000002
Text: Analysis                       | x: N/A | y: 153.05200000000002
Text: Class                          | x: N/A | y: 162.55200000000002
Text: Equivalents:                   | x: N/A | y: 162.55200000000002
Text: DRAM                           | x: N/A | y: 162.55200000000002
Text: 120/120H                       | x: N/A | y: 162.55200000000002
Text: This                           | x: N/A | y: 181.55200000000002
Text: class                          | x: N/A | y: 181.55200000000002
Text: will                           | x: N/A | y: 181.55200000000002
Text: meet                           | x: N/A | y: 181.55200000000002
Text: in                             | x: N/A | y: 181.55200000000002
Text: DC                             | x: N/A | y: 181.55200000000002
Text: 104.                           | x: N/A | y: 181.55200000000002
Text: ________________________________ | x: N/A | y: 191.05200000000002
Text: ____________________________________________________________________________________________________________________________ | x: N/A | y: 191.05200000000002
Text: DRAM                           | x: N/A | y: 200.55200000000002
Text: 135                            | x: N/A | y: 200.55200000000002
Text: 001                            | x: N/A | y: 200.55200000000002
Text: 9590                           | x: N/A | y: 200.55200000000002
Text: ACTING/NON-MAJORS              | x: N/A | y: 200.55200000000002
Text: Lecture                        | x: N/A | y: 200.55200000000002
Text: 3                              | x: N/A | y: 200.55200000000002
Text: A                              | x: N/A | y: 200.55200000000002
Text: (In                            | x: N/A | y: 210.05200000000002
Text: Person                         | x: N/A | y: 210.05200000000002
Text: On                             | x: N/A | y: 210.05200000000002
Text: Campus                         | x: N/A | y: 210.05200000000002
Text: Learners)                      | x: N/A | y: 210.05200000000002
Text: Bldg:                          | x: N/A | y: 219.55200000000002
Text: TBA                            | x: N/A | y: 219.55200000000002
Text: Room:                          | x: N/A | y: 219.55200000000002
Text: TBA                            | x: N/A | y: 219.55200000000002
Text: Days:                          | x: N/A | y: 219.55200000000002
Text: TuTh                           | x: N/A | y: 219.55200000000002
Text: Time:                          | x: N/A | y: 219.55200000000002
Text: 09:30                          | x: N/A | y: 219.55200000000002
Text: -                              | x: N/A | y: 219.55200000000002
Text: 10:45                          | x: N/A | y: 219.55200000000002
Text: INST                           | x: N/A | y: 229.05200000000002
Text: 100                            | x: N/A | y: 229.05200000000002
Text: Instructor:                    | x: N/A | y: 229.05200000000002
Text: Gates,Samuel                   | x: N/A | y: 229.05200000000002
Text: Ray                            | x: N/A | y: 229.05200000000002
Text: Class                          | x: N/A | y: 248.05200000000002
Text: Enrl                           | x: N/A | y: 248.05200000000002
Text: Cap:14                         | x: N/A | y: 248.05200000000002
Text: Class                          | x: N/A | y: 248.05200000000002
Text: Enrl                           | x: N/A | y: 248.05200000000002
Text: Tot:10                         | x: N/A | y: 248.05200000000002
Text: Class                          | x: N/A | y: 248.05200000000002
Text: Wait                           | x: N/A | y: 248.05200000000002
Text: Cap:999                        | x: N/A | y: 248.05200000000002
Text: Class                          | x: N/A | y: 248.05200000000002
Text: Wait                           | x: N/A | y: 248.05200000000002
Text: Tot:0                          | x: N/A | y: 248.05200000000002
Text: Class                          | x: N/A | y: 248.05200000000002
Text: Min                            | x: N/A | y: 248.05200000000002
Text: Enrl:0                         | x: N/A | y: 248.05200000000002
Text: GR1                            | x: N/A | y: 267.052
Text: Attributes:                    | x: N/A | y: 276.552
Text: IDEA-Creative                  | x: N/A | y: 276.552
Text: Expression,                    | x: N/A | y: 276.552
Text: Practice,                      | x: N/A | y: 276.552
Text: and                            | x: N/A | y: 276.552
Text: Production                     | x: N/A | y: 276.552
Text: THIS                           | x: N/A | y: 295.552
Text: CLASS                          | x: N/A | y: 295.552
Text: WILL                           | x: N/A | y: 295.552
Text: MEET                           | x: N/A | y: 295.552
Text: IN                             | x: N/A | y: 295.552
Text: ROOM                           | x: N/A | y: 295.552
Text: 250-REHEARSAL                  | x: N/A | y: 295.552
Text: HALL                           | x: N/A | y: 295.552
Text: AND                            | x: N/A | y: 295.552
Text: IS                             | x: N/A | y: 295.552
Text: NOT                            | x: N/A | y: 295.552
Text: LISTED                         | x: N/A | y: 295.552
Text: AS                             | x: N/A | y: 295.552
Text: A                              | x: N/A | y: 295.552
Text: STANDARD                       | x: N/A | y: 295.552
Text: CLASSROOM.                     | x: N/A | y: 295.552
Text: _____________________________________________________________________________________ | x: N/A | y: 305.052
Text: _______________________________________________________________________ | x: N/A | y: 305.052
Text: DRAM                           | x: N/A | y: 314.552
Text: 135                            | x: N/A | y: 314.552
Text: 002                            | x: N/A | y: 314.552
Text: 3398                           | x: N/A | y: 314.552
Text: ACTING/NON-MAJORS              | x: N/A | y: 314.552
Text: Lecture                        | x: N/A | y: 314.552
Text: 3                              | x: N/A | y: 314.552
Text: A                              | x: N/A | y: 314.552
Text: (In                            | x: N/A | y: 324.052
Text: Person                         | x: N/A | y: 324.052
Text: On                             | x: N/A | y: 324.052
Text: Campus                         | x: N/A | y: 324.052
Text: Learners)                      | x: N/A | y: 324.052
Text: Bldg:                          | x: N/A | y: 333.552
Text: Center                         | x: N/A | y: 333.552
Text: for                            | x: N/A | y: 333.552
Text: DramaticR                      | x: N/A | y: 333.552
Text: oom:                           | x: N/A | y: 333.552
Text: 0103                           | x: N/A | y: 333.552
Text: Days:                          | x: N/A | y: 333.552
Text: MWF                            | x: N/A | y: 333.552
Text: Time:                          | x: N/A | y: 333.552
Text: 08:00                          | x: N/A | y: 333.552
Text: -                              | x: N/A | y: 333.552
Text: 08:50                          | x: N/A | y: 333.552
Text: INST                           | x: N/A | y: 343.052
Text: 100                            | x: N/A | y: 343.052
Text: Instructor:                    | x: N/A | y: 343.052
Text: Cartee,Hayley                  | x: N/A | y: 343.052
Text: Class                          | x: N/A | y: 362.052
Text: Enrl                           | x: N/A | y: 362.052
Text: Cap:18                         | x: N/A | y: 362.052
Text: Class                          | x: N/A | y: 362.052
Text: Enrl                           | x: N/A | y: 362.052
Text: Tot:18                         | x: N/A | y: 362.052
Text: Class                          | x: N/A | y: 362.052
Text: Wait                           | x: N/A | y: 362.052
Text: Cap:999                        | x: N/A | y: 362.052
Text: Class                          | x: N/A | y: 362.052
Text: Wait                           | x: N/A | y: 362.052
Text: Tot:3                          | x: N/A | y: 362.052
Text: Class                          | x: N/A | y: 362.052
Text: Min                            | x: N/A | y: 362.052
Text: Enrl:0                         | x: N/A | y: 362.052
Text: GR1                            | x: N/A | y: 381.052
Text: Attributes:                    | x: N/A | y: 390.552
Text: IDEA-Creative                  | x: N/A | y: 390.552
Text: Expression,                    | x: N/A | y: 390.552
Text: Practice,                      | x: N/A | y: 390.552
Text: and                            | x: N/A | y: 390.552
Text: Production                     | x: N/A | y: 390.552
Text: Non-majors                     | x: N/A | y: 409.552
Text: only.                          | x: N/A | y: 409.552
Text: THIS                           | x: N/A | y: 409.552
Text: CLASS                          | x: N/A | y: 409.552
Text: WILL                           | x: N/A | y: 409.552
Text: MEET                           | x: N/A | y: 409.552
Text: IN                             | x: N/A | y: 409.552
Text: ROOM                           | x: N/A | y: 409.552
Text: DC                             | x: N/A | y: 409.552
Text: 103                            | x: N/A | y: 409.552
Text: ___________________________________________________ | x: N/A | y: 419.052
Text: _________________________________________________________________________________________________________ | x: N/A | y: 419.052
Text: DRAM                           | x: N/A | y: 428.552
Text: 135                            | x: N/A | y: 428.552
Text: 003                            | x: N/A | y: 428.552
Text: 5326                           | x: N/A | y: 428.552
Text: ACTING/NON-MAJORS              | x: N/A | y: 428.552
Text: Lecture                        | x: N/A | y: 428.552
Text: 3                              | x: N/A | y: 428.552
Text: A                              | x: N/A | y: 428.552
Text: (In                            | x: N/A | y: 438.052
Text: Person                         | x: N/A | y: 438.052
Text: On                             | x: N/A | y: 438.052
Text: Campus                         | x: N/A | y: 438.052
Text: Learners)                      | x: N/A | y: 438.052
Text: Bldg:                          | x: N/A | y: 447.552
Text: Center                         | x: N/A | y: 447.552
Text: for                            | x: N/A | y: 447.552
Text: DramaticR                      | x: N/A | y: 447.552
Text: oom:                           | x: N/A | y: 447.552
Text: 0104                           | x: N/A | y: 447.552
Text: Days:                          | x: N/A | y: 447.552
Text: MWF                            | x: N/A | y: 447.552
Text: Time:                          | x: N/A | y: 447.552
Text: 08:00                          | x: N/A | y: 447.552
Text: -                              | x: N/A | y: 447.552
Text: 08:50                          | x: N/A | y: 447.552
Text: INST                           | x: N/A | y: 457.052
Text: 100                            | x: N/A | y: 457.052
Text: Instructor:                    | x: N/A | y: 457.052
Text: Sharpe,Saleemah                | x: N/A | y: 457.052
Text: Class                          | x: N/A | y: 476.052
Text: Enrl                           | x: N/A | y: 476.052
Text: Cap:16                         | x: N/A | y: 476.052
Text: Class                          | x: N/A | y: 476.052
Text: Enrl                           | x: N/A | y: 476.052
Text: Tot:16                         | x: N/A | y: 476.052
Text: Class                          | x: N/A | y: 476.052
Text: Wait                           | x: N/A | y: 476.052
Text: Cap:999                        | x: N/A | y: 476.052
Text: Class                          | x: N/A | y: 476.052
Text: Wait                           | x: N/A | y: 476.052
Text: Tot:0                          | x: N/A | y: 476.052
Text: Class                          | x: N/A | y: 476.052
Text: Min                            | x: N/A | y: 476.052
Text: Enrl:0                         | x: N/A | y: 476.052
Text: GR1                            | x: N/A | y: 495.052
Text: Attributes:                    | x: N/A | y: 504.552
Text: IDEA-Creative                  | x: N/A | y: 504.552
Text: Expression,                    | x: N/A | y: 504.552
Text: Practice,                      | x: N/A | y: 504.552
Text: and                            | x: N/A | y: 504.552
Text: Production                     | x: N/A | y: 504.552
Text: This                           | x: N/A | y: 523.552
Text: class                          | x: N/A | y: 523.552
Text: meets                          | x: N/A | y: 523.552
Text: in                             | x: N/A | y: 523.552
Text: room                           | x: N/A | y: 523.552
Text: DC                             | x: N/A | y: 523.552
Text: 104                            | x: N/A | y: 523.552
Text: -                              | x: N/A | y: 523.552
Text: the                            | x: N/A | y: 523.552
Text: Rehearsal                      | x: N/A | y: 523.552
Text: Hall                           | x: N/A | y: 523.552
Text: on                             | x: N/A | y: 523.552
Text: the                            | x: N/A | y: 523.552
Text: second                         | x: N/A | y: 523.552
Text: floor                          | x: N/A | y: 523.552
Text: in                             | x: N/A | y: 523.552
Text: the                            | x: N/A | y: 523.552
Text: CDA.                           | x: N/A | y: 523.552
Text: ________________________________________________________________________________ | x: N/A | y: 533.052
Text: ____________________________________________________________________________ | x: N/A | y: 533.052

--- Page 5 ---
Text: Report                         | x: N/A | y: 29.55200000000002
Text: ID:                            | x: N/A | y: 29.55200000000002
Text: SR201                          | x: N/A | y: 29.55200000000002
Text: UNC-Chapel                     | x: N/A | y: 27.940000000000055
Text: Hill                           | x: N/A | y: 27.940000000000055
Text: Page                           | x: N/A | y: 29.55200000000002
Text: No.                            | x: N/A | y: 29.55200000000002
Text: 1177                           | x: N/A | y: 29.55200000000002
Text: of                             | x: N/A | y: 29.55200000000002
Text: 2850                           | x: N/A | y: 29.55200000000002
Text: Semester                       | x: N/A | y: 46.940000000000055
Text: Section                        | x: N/A | y: 46.940000000000055
