Subject,Catalog Number,Section,Class Number,Title,Units,Days,Time,Building,Room Number,Instructor
COMP,994,177,11531,DOCT RESEARCH AND DISSERTATION,3,TBA,TBA,TBA RBuilding,TBA,"Sengupta,Soumyadip"
COMP,994,183,13150,DOCT RESEARCH AND DISSERTATION,3,TBA,TBA,TBA RBuilding,TBA,"Yao,Huaxiu"
DRAM,79,001,13358,THE HEART OF THE PLAY,3,TuTh,09:30 - 10:45,Gillings Dramatic ARrBuilding,0102,"PERRY,MARK E"
DRAM,80,001,11742,FYS PSYC OF CLOTHING,3,TuTh,09:30 - 10:45,Gillings Dramatic ARrBuilding,0105,"Bond,Pamela Ann"
DRAM,83,002,13151,SPECTACLE IN THE THEATRE,3,TuTh,09:30 - 10:45,Gillings Dramatic ARrBuilding,0125,"NAVALINSKY,DAVID B"
DRAM,85,001,11724,DOCUMENTARY THEATRE,3,TuTh,14:00 - 15:15,Gillings Dramatic ARrBuilding,0103,"Snowden,Aubrey Lynn"
DRAM,115,002,14323,PERSPECTIVES IN DRAMA,3,MWF,12:20 - 13:10,Dey Hall RBuilding,0305,Staff
DRAM,115,004,14738,PERSPECTIVES IN DRAMA,3,MWF,14:30 - 15:20,Genome Sciences Building RBuilding,G010,Staff
DRAM,116,001,3761,PERSP IN THE THEATRE,3,MWF,13:25 - 14:15,Genome Sciences Building RBuilding,G010,"Snowden,Aubrey Lynn"
DRAM,116,002,3762,PERSP IN THE THEATRE,3,MWF,12:20 - 13:10,Hamilton Hall RBuilding,0100,"Snowden,Aubrey Lynn"
DRAM,120,002,3766,PLAY ANALYSIS,3,MW,15:35 - 16:50,Gillings Dramatic ARrBuilding,0244,Staff
DRAM,120,003,14329,PLAY ANALYSIS,3,MWF,12:20 - 13:10,Gillings Dramatic ARrBuilding,0105,"KABLE,GREGORY A"
DRAM,135,001,3770,ACTING/NON-MAJORS,3,TuTh,09:30 - 10:45,Gillings Dramatic ARrBuilding,0103,"Gates,Samuel Ray"
DRAM,135,002,8651,ACTING/NON-MAJORS,3,MWF,08:00 - 08:50,Gillings Dramatic ARrBuilding,0102,Staff
DRAM,135,003,12493,ACTING/NON-MAJORS,3,MWF,08:00 - 08:50,Gillings Dramatic ARrBuilding,0103,Staff
DRAM,140,001,9092,VOICE TRAINING I,3,TuTh,09:30 - 10:45,Gillings Dramatic ARrBuilding,0104,"James,Letitia"
DRAM,144,001,11254,ACTING THE SONG,3,TuTh,14:00 - 15:15,Gillings Dramatic ARrBuilding,0102,Staff
DRAM,150,001,3771,BEGIN ACT FOR MAJOR,3,TuTh,11:00 - 12:15,Gillings Dramatic ARrBuilding,0104,"Cornell,Jeffrey B."
DRAM,154,001,13382,PERFORMERS' AWARENESS,3,TuTh,09:30 - 10:45,Gillings Dramatic ARrBuilding,0250,"Schwinke,Gwendolyn"
DRAM,155,001,13360,MVMT FOR THE ACTOR,3,TuTh,14:00 - 15:15,Gillings Dramatic ARrBuilding,0101,"Bersley,Tracy"
DRAM,191,001,3772,TECH METHODS: SCENERY,3,MWF,13:25 - 15:15,Paul Green Theater RBuilding,0229,"Ernst IV,William Joel"
DRAM,192,001,3773,TECH METHODS: COSTUME,3,MWF,13:25 - 15:20,TBA RBuilding,TBA,"Morris,Triffin Ingrid"
DRAM,192,002,9979,TECH METHODS: COSTUME,3,TBA,TBA,TBA RBuilding,TBA,"Morris,Triffin Ingrid"
DRAM,193,001,3774,PRODUCTION PRACTICUM,3,TBA,TBA,TBA RBuilding,TBA,"PATES,LAURA"
DRAM,196,001,3775,DRAM ART PROJECTS,1,TBA,TBA,TBA RBuilding,TBA,Staff
DRAM,196,002,3776,DRAM ART PROJECTS,1,TBA,TBA,TBA RBuilding,TBA,Staff
DRAM,220,001,11741,THEATRE HISTORIES,3,MWF,10:10 - 11:00,Gillings Dramatic ARrBuilding,0105,"KABLE,GREGORY A"
DRAM,230,001,11683,THEATRE OF THE WORD,3,TuTh,14:00 - 15:15,Gillings Dramatic ARrBuilding,0104,Staff
DRAM,230,002,13486,THEATRE OF THE WORD,3,TuTh,15:30 - 16:45,Gillings Dramatic ARrBuilding,0104,Staff
DRAM,230,003,13488,THEATRE OF THE WORD,3,MW,15:35 - 16:50,Gillings Dramatic ARrBuilding,0103,Staff
DRAM,231,001,11767,PLAYWRITING,3,W,13:25 - 15:55,Gillings Dramatic ARrBuilding,0102,"PERRY,MARK E"
DRAM,245,001,11685,ACTING FOR THE CAMERA,3,TuTh,11:00 - 12:15,Gillings Dramatic ARrBuilding,0102,"Gates,Samuel Ray"
DRAM,250,001,9400,INTER ACT FOR MAJOR,3,TuTh,12:30 - 13:45,Gillings Dramatic ARrBuilding,0104,"Cornell,Jeffrey B."
DRAM,277,002,14879,INTRO TO THEATRICAL DESIGN,3,TuTh,08:00 - 09:15,Gillings Dramatic ARrBuilding,0125,"NAVALINSKY,DAVID B"
DRAM,282,001,13356,THEATRE HIST/LIT II,3,TuTh,11:00 - 12:15,Gillings Dramatic ARrBuilding,0105,"KABLE,GREGORY A"
DRAM,284,001,12437,STD DRAM THRY/CRISM,3,W,11:15 - 12:15,Gillings Dramatic ARrBuilding,0105,"VERSENYI,ADAM N"
DRAM,290,001,3778,SPEC TOPICS IN DRAMATIC ART,0,TBA,TBA,TBA RBuilding,TBA,"NAVALINSKY,DAVID B"
DRAM,290,002,3779,SPEC TOPICS IN DRAMATIC ART,0,TBA,TBA,TBA RBuilding,TBA,"ROLLERI,MICHAEL J"
DRAM,290,003,8640,SPEC TOPICS IN DRAMATIC ART,0,TBA,TBA,TBA RBuilding,TBA,"Cornell,Jeffrey B."
DRAM,334,001,11743,THEATRICAL AUDITIONS,3,TuTh,11:00 - 12:15,Gillings Dramatic ARrBuilding,0103,"WILLIAMS,KATHRYN H"
DRAM,365,001,14882,INTRO TO PROJECTION DESIGN,3,M,13:25 - 15:55,Gillings Dramatic ARrBuilding,0102,"Wang,Tao"
DRAM,393,002,3781,PROF THEATRE LAB,1,TBA,TBA,TBA RBuilding,TBA,Staff
DRAM,466,001,13353,SCENE DESIGN,3,TuTh,11:00 - 12:15,Paul Green Theater RBuilding,0229,"CHAMBERS,JANET ANNE"
DRAM,468,001,12443,LIGHTING DESIGN,3,TuTh,12:30 - 13:45,Paul Green Theater RBuilding,0229,"Wang,Tao"
DRAM,470,001,3782,COSTUME HISTORY,3,TuTh,15:30 - 16:45,Gillings Dramatic ARrBuilding,0105,"Bond,Pamela Ann"
DRAM,473,001,3783,COSTUME CONST I,3,Th,10:15 - 10:45,TBA RBuilding,TBA,"Morris,Triffin Ingrid"
DRAM,474,001,13357,COSTUME CONST II,3,M,10:15 - 12:15,Gillings Dramatic ARrBuilding,0247,"Morris,Triffin Ingrid"
DRAM,486,001,11740,LATIN AMER THEATRE,3,TuTh,09:30 - 10:45,Gillings Dramatic ARrBuilding,0244,"VERSENYI,ADAM N"
DRAM,587,001,11227,COSTUME SEM II: MILL,1,WF,10:05 - 12:05,TBA RBuilding,TBA,"POLLOCK,RACHEL E"
DRAM,590,001,8688,ADVANCED SPECIAL TOPICS,0,TBA,TBA,TBA RBuilding,TBA,Staff
DRAM,650,001,3784,COST PROD I: COUTURE,3,F,09:00 - 10:00,Gillings Dramatic ARrBuilding,0247,"Morris,Triffin Ingrid"
DRAM,721,001,10712,ACTING II,3,WF,09:15 - 12:10,Gillings Dramatic ARrBuilding,0103,"Schwinke,Gwendolyn"
DRAM,723,001,10713,VOICE AND SPEECH II,3,Sa,09:15 - 10:40,Gillings Dramatic ARrBuilding,0102,"James,Letitia"
DRAM,725,001,10714,MOVEMENT II,3,TuTh,09:00 - 11:10,Gillings Dramatic ARrBuilding,0101,"Bersley,Tracy"
DRAM,727,001,10715,REHEARSAL & PERF II,1,TuWThFSa,13:00 - 18:00,Gillings Dramatic ARrBuilding,0250,"GOLDSCHMIDT,VIVIENNE"
DRAM,750,001,3786,COST PROD II ADV COUTURE,0,F,10:15 - 12:15,Gillings Dramatic ARrBuilding,0247,"Morris,Triffin Ingrid"
DRAM,760,001,3787,CONST III ADV PATTERN,1,Tu,10:15 - 12:15,TBA RBuilding,TBA,"Morris,Triffin Ingrid"
DRAM,784,001,13124,COSTUME MGT: SHOP MGT,1,TBA,TBA,TBA RBuilding,TBA,Staff
DRAM,790,001,3788,COSTUME LAB I,3,MTuWThF,13:00 - 17:00,Gillings Dramatic ARrBuilding,0247,"Morris,Triffin Ingrid"
DRAM,792,001,3789,COSTUME LAB III,3,MTuWThF,13:00 - 17:00,TBA RBuilding,TBA,"Morris,Triffin Ingrid"
DRAM,800,001,3790,TECHNICAL DIRECTION,3,TuTh,09:00 - 10:30,Paul Green Theater RBuilding,0222,"ROLLERI,MICHAEL J"
DRAM,802,001,3791,AD TECH DIR,3,TuTh,10:30 - 12:00,TBA RBuilding,TBA,"ROLLERI,MICHAEL J"
DRAM,805,001,3792,SPECIAL STUDIES: TECH,0,MW,09:00 - 10:30,Paul Green Theater RBuilding,0222,"PATES,LAURA"
DRAM,806,001,3793,TECH PLAN & PROD,3,MWF,10:30 - 12:00,Gillings Dramatic ARrBuilding,0222,"ROLLERI,MICHAEL J"
DRAM,813,001,3794,TECH PRODUCTION,1,TuTh,10:30 - 12:00,Paul Green Theater RBuilding,0117,"ROLLERI,MICHAEL J"
DRAM,820,001,10019,PRODUCTION MANAGEMENT,3,MW,09:00 - 10:30,Paul Green Theater RBuilding,0229,"ROLLERI,MICHAEL J"
DRAM,830,001,3795,TECH PROD SEMINAR,1,TuTh,09:00 - 10:30,Gillings Dramatic ARrBuilding,0229,"PATES,LAURA"
DRAM,830,002,3796,TECH PROD SEMINAR,1,MW,10:30 - 12:00,TBA RBuilding,TBA,"ROLLERI,MICHAEL J"
DRAM,841,001,3797,DESIGN TECH PRAC I,3,MTuWThF,13:00 - 17:30,Paul Green Theater RBuilding,0117,"ROLLERI,MICHAEL J"
DRAM,843,001,3798,DESIGN TECH PRAC II,3,MTuWThF,13:00 - 17:30,TBA RBuilding,TBA,"ROLLERI,MICHAEL J"
DRAM,845,001,3799,DESIGN TECH INTERNSHIP,3,F,09:00 - 12:00,Paul Green Theater RBuilding,0117,"ROLLERI,MICHAEL J"
DRAM,992,001,8541,MASTER'S FINAL PRACTICUM,3,MTuWThF,13:00 - 17:00,TBA RBuilding,TBA,"Morris,Triffin Ingrid"
DRAM,992,002,12953,MASTER'S FINAL PRACTICUM,3,TBA,TBA,TBA RBuilding,TBA,Staff
CMPL,121,001,14236,GREAT BOOKS I: ROMANCE,3,TuTh,08:00 - 09:15,Greenlaw Hall RBuilding,0222,"COLLINS,MARSHA S"
CMPL,132,001,14237,GREAT BOOKS II: AFRICAN DIASP,3,TuTh,12:30 - 13:45,Greenlaw Hall RBuilding,0319,"FISHER,REBECKA Rutledge"
CMPL,142,001,12164,VISUAL CULTURE II,3,MWF,12:20 - 13:10,Greenlaw Hall RBuilding,0318,"FLAXMAN,GREGORY M"
CMPL,230,001,10795,GLOBAL CRUSOE,3,TuTh,17:00 - 18:15,Greenlaw Hall RBuilding,0318,"BAKER,DAVID JOHN"
CMPL,237,001,12076,GENDER/SEXUALITY KOREAN FILM,3,TuTh,11:00 - 12:15,New West RBuilding,0219,"Kief,I Jonathan"
CMPL,279,001,13484,FAIRY TALES & CHILDHOOD,3,MWF,10:10 - 11:00,Dey Hall RBuilding,0313,"DOWNING,ERIC S"
CMPL,280,001,12171,FILM GENRES,3,MWF,09:05 - 09:55,Greenlaw Hall RBuilding,0301,"VEGGIAN,HENRY"
CMPL,280,002,14855,FILM GENRES,3,MWF,14:30 - 15:20,Gardner Hall RBuilding,0209,"Berland,Nicole Winnik"
CMPL,317,001,13483,"MYTH, FABLE, NOVELLA",3,TuTh,14:00 - 15:15,Greenlaw Hall RBuilding,0305,"LEGASSIE,SHAYNE A"
CMPL,382,001,13485,FILM AND NATURE,3,TuTh,15:30 - 16:45,Greenlaw Hall RBuilding,0318,"LEGASSIE,SHAYNE A"
CMPL,450,001,13487,LITERARY THEORY,3,MWF,13:25 - 14:15,Murphey Hall RBuilding,0202,"DOWNING,ERIC S"
CMPL,466,001,14711,MODERNISM,3,TuTh,11:00 - 12:15,Dey Hall RBuilding,0302,"Chattopadhyay,Shinjini"
CMPL,479,001,14478,GERMAN MEDIA THEORY,3,TuTh,09:30 - 10:45,Dey Hall RBuilding,0307,"POLLMANN,INGA"
CMPL,489,001,10797,EMPIRE AND DIPLOMACY,3,TuTh,14:00 - 15:15,"Global Education, FReBuilding",1009,"LEINBAUGH,THEODORE H"
CMPL,545,001,14949,CHINESE SCIENCE FICTION,3,TuTh,11:00 - 12:15,Hanes Art Center RBuilding,0215,"VISSER,ROBIN L"
CMPL,992,001,10590,MASTER'S (NON-THESIS),3,TBA,TBA,TBA RBuilding,TBA,Staff
CMPL,993,001,6343,MASTER'S RESEARCH AND THESIS,3,TBA,TBA,TBA RBuilding,TBA,Staff
CMPL,994,001,5858,DOCT RESEARCH AND DISSERTATION,3,TBA,TBA,TBA RBuilding,TBA,"DOWNING,ERIC S"
CMPL,994,002,5859,DOCT RESEARCH AND DISSERTATION,3,TBA,TBA,TBA RBuilding,TBA,"MELEHY,HASSAN"
CMPL,994,003,5860,DOCT RESEARCH AND DISSERTATION,3,TBA,TBA,TBA RBuilding,TBA,Staff
ENGL,57,001,12308,FYS FUTURE PERFECT,3,TuTh,11:00 - 12:15,Dey Hall RBuilding,0313,"TAYLOR,MATTHEW A"
ENGL,66,001,10086,WILLIAM BLAKE IN POP CULTURE,3,TuTh,09:30 - 10:45,Greenlaw Hall RBuilding,0318,"VISCOMI,JOSEPH S"
ENGL,69,001,14234,FYS ENTREPRENEURIAL,3,MWF,11:15 - 12:05,Greenlaw Hall RBuilding,0318,"ANDERSON,DANIEL R"
ENGL,70,001,14235,FYS COURTLYLOVE-THEN/NOW,3,TuTh,14:00 - 15:15,Greenlaw Hall RBuilding,0317,"BAKER,DAVID JOHN"
ENGL,86,001,14277,THE CITIES OF MODERNISM,3,TuTh,09:30 - 10:45,Greenlaw Hall RBuilding,0317,"Chattopadhyay,Shinjini"
ENGL,89,001,11120,FYS: SPECIAL TOPICS,3,MWF,10:10 - 11:00 ONE LONG BOOK THAT'S,Peabody Hall RBuilding,3018,"Cushman,Helen"
ENGL,89,002,12294,FYS: SPECIAL TOPICS,3,MWF,13:25 - 14:15 HUMAN RIGHTS AND LIT,Greenlaw Hall RBuilding,0317,"DeGooyer,Stephanie"
ENGL,100,001,9136,BASIC WRITING,3,TuTh,11:00 - 12:15,Hamilton Hall RBuilding,0425,Staff
ENGL,105,004,6934,ENG COMP & RHETORIC,3,TuTh,08:00 - 09:15,Caldwell Hall RBuilding,0208,Staff
ENGL,105,006,6646,ENG COMP & RHETORIC,3,TuTh,08:00 - 09:15,Hamilton Hall RBuilding,0351,Staff
ENGL,105,007,8190,ENG COMP & RHETORIC,3,TuTh,09:30 - 10:45,Greenlaw Hall RBuilding,0104,"CRYSTALL,ELYSE T"
ENGL,105,008,9128,ENG COMP & RHETORIC,3,TuTh,09:30 - 10:45,Mitchell Hall RBuilding,0106,Staff
ENGL,105,011,9683,ENG COMP & RHETORIC,3,TuTh,09:30 - 10:45,Hamilton Hall RBuilding,0425,Staff
ENGL,105,013,6647,ENG COMP & RHETORIC,3,TuTh,09:30 - 10:45,Caldwell Hall RBuilding,0208,Staff
ENGL,105,014,8302,ENG COMP & RHETORIC,3,TuTh,09:30 - 10:45,Hamilton Hall RBuilding,0517,Staff
ENGL,105,015,8303,ENG COMP & RHETORIC,3,TuTh,09:30 - 10:45,Graham Memorial RBuilding,0210,Staff
ENGL,105,016,8572,ENG COMP & RHETORIC,3,TuTh,09:30 - 10:45,Wilson Hall RBuilding,0139,Staff
ENGL,105,017,9143,ENG COMP & RHETORIC,3,TuTh,09:30 - 10:45,Hamilton Hall RBuilding,0523,Staff
ENGL,105,018,9145,ENG COMP & RHETORIC,3,TuTh,11:00 - 12:15,Greenlaw Hall RBuilding,0104,"CRYSTALL,ELYSE T"
ENGL,105,019,6648,ENG COMP & RHETORIC,3,TuTh,11:00 - 12:15,Hamilton Hall RBuilding,0523,"Price,Adam O'Fallon"
ENGL,105,021,9692,ENG COMP & RHETORIC,3,TuTh,11:00 - 12:15,Hamilton Hall RBuilding,0517,Staff
ENGL,105,022,6649,ENG COMP & RHETORIC,3,TuTh,11:00 - 12:15,Hamilton Hall RBuilding,0423,Staff
ENGL,105,023,7934,ENG COMP & RHETORIC,3,TuTh,11:00 - 12:15,Mitchell Hall RBuilding,0106,Staff
ENGL,105,024,6650,ENG COMP & RHETORIC,3,TuTh,11:00 - 12:15,Hamilton Hall RBuilding,0351,Staff
ENGL,105,025,8573,ENG COMP & RHETORIC,3,TuTh,11:00 - 12:15,New East RBuilding,0201,Staff
ENGL,105,027,6935,ENG COMP & RHETORIC,3,TuTh,12:30 - 13:45,Greenlaw Hall RBuilding,0104,Staff
ENGL,105,028,7935,ENG COMP & RHETORIC,3,TuTh,12:30 - 13:45,Greenlaw Hall RBuilding,0106,Staff
ENGL,105,029,7936,ENG COMP & RHETORIC,3,TuTh,12:30 - 13:45,Greenlaw Hall RBuilding,0107,"Culbertson,Graham W"
ENGL,105,035,8574,ENG COMP & RHETORIC,3,TuTh,12:30 - 13:45,Caldwell Hall RBuilding,0208,Staff
ENGL,105,043,6651,ENG COMP & RHETORIC,3,TuTh,12:30 - 13:45,Hamilton Hall RBuilding,0425,Staff
ENGL,105,044,6652,ENG COMP & RHETORIC,3,TuTh,12:30 - 13:45,Hamilton Hall RBuilding,0423,Staff
ENGL,105,047,6936,ENG COMP & RHETORIC,3,TuTh,12:30 - 13:45,Hamilton Hall RBuilding,0150,Staff
ENGL,105,048,6653,ENG COMP & RHETORIC,3,TuTh,14:00 - 15:15,Hamilton Hall RBuilding,0150,"Palmer,Soren"
ENGL,105,050,6654,ENG COMP & RHETORIC,3,TuTh,14:00 - 15:15,Hamilton Hall RBuilding,0425,"WEBER,WENDY L"
ENGL,105,053,6655,ENG COMP & RHETORIC,3,TuTh,14:00 - 15:15,Hamilton Hall RBuilding,0517,"Culbertson,Graham W"
ENGL,105,054,6656,ENG COMP & RHETORIC,3,TuTh,14:00 - 15:15,Caldwell Hall RBuilding,0208,Staff
ENGL,105,056,6657,ENG COMP & RHETORIC,3,TuTh,14:00 - 15:15,Hamilton Hall RBuilding,0523,Staff
ENGL,105,057,6937,ENG COMP & RHETORIC,3,TuTh,14:00 - 15:15,Hamilton Hall RBuilding,0423,Staff
ENGL,105,058,6938,ENG COMP & RHETORIC,3,TuTh,15:30 - 16:45,Hamilton Hall RBuilding,0570,"Palmer,Soren"
ENGL,105,059,6658,ENG COMP & RHETORIC,3,TuTh,15:30 - 16:45,Hamilton Hall RBuilding,0425,Staff
ENGL,105,060,6659,ENG COMP & RHETORIC,3,TuTh,15:30 - 16:45,Hamilton Hall RBuilding,0517,Staff
ENGL,105,063,6660,ENG COMP & RHETORIC,3,TuTh,15:30 - 16:45,Hamilton Hall RBuilding,0423,Staff
ENGL,105,064,6661,ENG COMP & RHETORIC,3,TuTh,17:00 - 18:15,Hamilton Hall RBuilding,0351,Staff
ENGL,105,065,6939,ENG COMP & RHETORIC,3,TuTh,17:00 - 18:15,Caldwell Hall RBuilding,0208,Staff
ENGL,105,066,6940,ENG COMP & RHETORIC,3,MWF,08:00 - 08:50,Greenlaw Hall RBuilding,0103,Staff
ENGL,105,069,7210,ENG COMP & RHETORIC,3,MWF,08:00 - 08:50,Greenlaw Hall RBuilding,0104,Staff
ENGL,105,072,7211,ENG COMP & RHETORIC,3,MWF,09:05 - 09:55,Greenlaw Hall RBuilding,0103,"ROSS,DAVID A"
ENGL,105,075,7212,ENG COMP & RHETORIC,3,MWF,09:05 - 09:55,Greenlaw Hall RBuilding,0107,"Gotzler,Steven"
ENGL,105,076,7213,ENG COMP & RHETORIC,3,MWF,09:05 - 09:55,New East RBuilding,0201,Staff
ENGL,105,078,7516,ENG COMP & RHETORIC,3,MWF,09:05 - 09:55,Hamilton Hall RBuilding,0570,Staff
ENGL,105,079,7517,ENG COMP & RHETORIC,3,MWF,09:05 - 09:55,Hamilton Hall RBuilding,0420,Staff
ENGL,105,080,8034,ENG COMP & RHETORIC,3,MWF,09:05 - 09:55,Hamilton Hall RBuilding,0425,Staff
ENGL,105,081,8066,ENG COMP & RHETORIC,3,MWF,09:05 - 09:55,Hamilton Hall RBuilding,0523,Staff
ENGL,105,082,8221,ENG COMP & RHETORIC,3,MWF,10:10 - 11:00,Kenan Labs RBuilding,B121,"ROSS,DAVID A"
ENGL,105,084,8222,ENG COMP & RHETORIC,3,MWF,10:10 - 11:00,Wilson Hall RBuilding,0139,Staff
ENGL,105,085,9118,ENG COMP & RHETORIC,3,MWF,10:10 - 11:00,Wilson Hall RBuilding,0217,"COHEN,MARC D"
ENGL,105,087,10143,ENG COMP & RHETORIC,3,MWF,10:10 - 11:00,Hamilton Hall RBuilding,0423,"FICKE,SARAH H"
ENGL,105,088,10144,ENG COMP & RHETORIC,3,MWF,10:10 - 11:00,Greenlaw Hall RBuilding,0301,Staff
ENGL,105,090,10145,ENG COMP & RHETORIC,3,MWF,10:10 - 11:00,Hamilton Hall RBuilding,0517,"Telegen,Joseph Ezra"
ENGL,105,094,10146,ENG COMP & RHETORIC,3,MWF,10:10 - 11:00,Mitchell Hall RBuilding,0106,Staff
ENGL,105,096,10179,ENG COMP & RHETORIC,3,MWF,11:15 - 12:05,TBA RBuilding,TBA,Staff
ENGL,105,097,10180,ENG COMP & RHETORIC,3,MWF,11:15 - 12:05,Greenlaw Hall RBuilding,0222,Staff
ENGL,105,101,10270,ENG COMP & RHETORIC,3,MWF,11:15 - 12:05,Hamilton Hall RBuilding,0425,Staff
ENGL,105,102,10271,ENG COMP & RHETORIC,3,MWF,11:15 - 12:05,TBA RBuilding,TBA,Staff
ENGL,105,103,10272,ENG COMP & RHETORIC,3,MWF,11:15 - 12:05,TBA RBuilding,TBA,Staff
ENGL,105,104,10476,ENG COMP & RHETORIC,3,MWF,11:15 - 12:05,Greenlaw Hall RBuilding,0301,Staff
ENGL,105,105,10475,ENG COMP & RHETORIC,3,MWF,11:15 - 12:05,Hamilton Hall RBuilding,0423,"Peterson,Shane Russell"
ENGL,105,106,12174,ENG COMP & RHETORIC,3,MWF,12:20 - 13:10,Greenlaw Hall RBuilding,0103,"COHEN,MARC D"
ENGL,105,107,12175,ENG COMP & RHETORIC,3,MWF,12:20 - 13:10,Greenlaw Hall RBuilding,0104,"Holt,Kelli Marie"
ENGL,105,110,12176,ENG COMP & RHETORIC,3,MWF,12:20 - 13:10,Greenlaw Hall RBuilding,0106,"FICKE,SARAH H"
ENGL,105,111,12177,ENG COMP & RHETORIC,3,MWF,12:20 - 13:10,Greenlaw Hall RBuilding,0107,Staff
ENGL,105,112,12178,ENG COMP & RHETORIC,3,MWF,12:20 - 13:10,Murphey Hall RBuilding,0115,Staff
ENGL,105,113,12179,ENG COMP & RHETORIC,3,MWF,12:20 - 13:10,Hamilton Hall RBuilding,0570,"Telegen,Joseph Ezra"
ENGL,105,114,12180,ENG COMP & RHETORIC,3,MWF,12:20 - 13:10,Hamilton Hall RBuilding,0423,"Peterson,Shane Russell"
ENGL,105,115,12181,ENG COMP & RHETORIC,3,MWF,13:25 - 14:15,Hamilton Hall RBuilding,0423,"FICKE,SARAH H"
ENGL,105,116,12182,ENG COMP & RHETORIC,3,MWF,13:25 - 14:15,Wilson Hall RBuilding,0202,Staff
ENGL,105,117,12183,ENG COMP & RHETORIC,3,MWF,13:25 - 14:15,Hamilton Hall RBuilding,0420,Staff
ENGL,105,118,12184,ENG COMP & RHETORIC,3,MWF,13:25 - 14:15,Hamilton Hall RBuilding,0523,Staff
ENGL,105,120,12185,ENG COMP & RHETORIC,3,MWF,13:25 - 14:15,Genome Sciences Building RBuilding,1377,Staff
ENGL,105,121,12186,ENG COMP & RHETORIC,3,MWF,13:25 - 14:15,Mitchell Hall RBuilding,0009,Staff
ENGL,105,122,12187,ENG COMP & RHETORIC,3,MWF,14:30 - 15:20,Greenlaw Hall RBuilding,0104,Staff
ENGL,105,125,12188,ENG COMP & RHETORIC,3,MWF,14:30 - 15:20,Greenlaw Hall RBuilding,0106,Staff
ENGL,105,126,12189,ENG COMP & RHETORIC,3,MWF,14:30 - 15:20,Hamilton Hall RBuilding,0517,Staff
ENGL,105,127,12190,ENG COMP & RHETORIC,3,MWF,14:30 - 15:20,Hamilton Hall RBuilding,0423,Staff
ENGL,105,129,12191,ENG COMP & RHETORIC,3,MWF,14:30 - 15:20,Hamilton Hall RBuilding,0425,Staff
ENGL,105,130,12192,ENG COMP & RHETORIC,3,MW,15:35 - 16:50,Dey Hall RBuilding,0304,Staff
ENGL,105,131,12193,ENG COMP & RHETORIC,3,MW,15:35 - 16:50,New East RBuilding,0201,Staff
ENGL,105,132,12194,ENG COMP & RHETORIC,3,MW,15:35 - 16:50,Caldwell Hall RBuilding,0208,Staff
ENGL,105,134,12195,ENG COMP & RHETORIC,3,MW,15:35 - 16:50,Wilson Hall RBuilding,0139,Staff
ENGL,105,135,12196,ENG COMP & RHETORIC,3,MW,15:35 - 16:50,Hamilton Hall RBuilding,0423,Staff
ENGL,105,136,12197,ENG COMP & RHETORIC,3,MW,15:35 - 16:50,Genome Sciences Building RBuilding,1373,Staff
ENGL,105,138,12198,ENG COMP & RHETORIC,3,MW,15:35 - 16:50,Mitchell Hall RBuilding,0106,Staff
ENGL,105,139,13157,ENG COMP & RHETORIC,3,MW,15:35 - 16:50,Hamilton Hall RBuilding,0517,Staff
ENGL,105,140,13159,ENG COMP & RHETORIC,3,MW,15:35 - 16:50,Hamilton Hall RBuilding,0425,Staff
ENGL,113,001,11225,INTRO CRITICAL GAME STUDIES,3,TuTh,11:00 - 11:50,Greenlaw Hall RBuilding,0101,"Culbertson,Graham W"
ENGL,113,601,12640,INTRO CRITICAL GAME STUDIES Recitation 3 A (In Person On Campus Learners),3,F,11:15 - 12:05,Greenlaw Hall RBuilding,0316,"DiNardo,Antonia Geraldine"
ENGL,120,001,9448,"BRITLIT, MEDIEV TO 18TH",3,TuTh,09:30 - 10:45,Greenlaw Hall RBuilding,0304,"BARBOUR,ASHLEY R"
ENGL,120,002,8249,"BRITLIT, MEDIEV TO 18TH",3,TuTh,15:30 - 16:45,"Global Education, FReBuilding",1009,"LEINBAUGH,THEODORE H"
ENGL,121,001,9000,"BRITLIT, 19TH/EARLY 20TH",3,MWF,10:10 - 11:00,Greenlaw Hall RBuilding,0304,"LITHGOW,HILARY EDWARDS"
ENGL,123,001,9449,INTRO TO FICTION,3,TuTh,12:30 - 13:45,Greenlaw Hall RBuilding,0301,"Gualtieri-Reed,Elizabeth J."
ENGL,123,002,14822,INTRO TO FICTION,3,TuTh,15:30 - 16:45,Woollen Gym RBuilding,0302,"Chambers,Brendan"
ENGL,128,001,14813,MAJOR AM AUTHORS,3,TuTh,12:30 - 13:45,Woollen Gym RBuilding,0301,"Williamson IV,William Jordan"
ENGL,129,001,7518,LIT/CULTURAL DIVERSITY,3,TuTh,17:00 - 18:15,Greenlaw Hall RBuilding,0222,"CHRISTMAS,DANIELLE MARIE"
ENGL,129,002,10798,LIT/CULTURAL DIVERSITY,3,MWF,14:30 - 15:20,Greenlaw Hall RBuilding,0301,"COHEN,MARC D"
ENGL,130,001,4379,INTRO/FICTION WRIT,3,MW,11:15 - 12:30,"Global Education, FReBuilding",1009,"Wallace,Daniel H."
ENGL,130,002,4380,INTRO/FICTION WRIT,3,TuTh,09:30 - 10:45,Greenlaw Hall RBuilding,0107,"Tucker,Karen Elisabeth"
ENGL,130,003,4381,INTRO/FICTION WRIT,3,MW,09:05 - 10:20,Greenlaw Hall RBuilding,526B,"Bump,Gabriel James"
